,School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Location 1,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA
716,P.S. 48 - BRONX,X,8,FULL PROGRAM ACCESSIBILITY,9100000.0,CIP,X048,1290 SPOFFORD AVENUE,Bronx,10474.0,BRONX    ,"(40.814425, -73.886953)",40.814425,-73.886953,2.0,17.0,93.0,2006680.0,2027660001.0,Hunts Point                                                                
717,P.S. 50 - BRONX,X,12,SWITCH GEAR REPLACEMENT,1560000.0,CIP,X050,1550 VYSE AVENUE,Bronx,10460.0,BRONX    ,"(40.834157, -73.887512)",40.834157,-73.887512,3.0,17.0,157.0,2010786.0,2029960010.0,Crotona Park East                                                          
718,P.S. 55 - BRONX,X,9,MASONRY/WINDOWS/ROOFS/PARAPETS,15821492.0,CIP,X055,450 ST PAULS PLACE,Bronx,10456.0,BRONX    ,"(40.836404, -73.905014)",40.836404,-73.905014,3.0,16.0,14702.0,2009463.0,2029020001.0,Claremont-Bathgate                                                         
719,P.S. 62 - BRONX,X,8,EXT MASONRY/PARAPETS,8142000.0,CIP,X062,660 FOX STREET,Bronx,10455.0,BRONX    ,"(40.814031, -73.900609)",40.814031,-73.900609,2.0,8.0,83.0,2005089.0,2026830065.0,Longwood                                                                   
720,P.S. 66 - BRONX,X,12,RENEWAL SCHOOL BASED HEALTH CENTER,1794786.0,CIP,X066,1001 JENNINGS STREET,Bronx,10460.0,BRONX    ,"(40.831165, -73.887094)",40.831165,-73.887094,3.0,17.0,157.0,2010916.0,2030080001.0,Crotona Park East                                                          
721,P.S. 68 - BRONX,X,11,WATER INFILTRATION/EXT MASONRY/PAVED AREA-BLACKTOP,2227000.0,CIP,X068,4011 MONTICELLO AVENUE,Bronx,10466.0,BRONX    ,"(40.891732, -73.838471)",40.891732,-73.838471,12.0,12.0,426.0,2067852.0,2049860081.0,Woodlawn-Wakefield                                                         
722,P.S. 70 - BRONX,X,9,EXT MASONRY/ROOFS/PARAPETS,6431300.0,CIP,X070,1691 WEEKS AVENUE,Bronx,10457.0,BRONX    ,"(40.844253, -73.907616)",40.844253,-73.907616,4.0,15.0,22902.0,2007387.0,2027930028.0,Mount Hope                                                                 
724,P.S. 196 - BRONX,X,12,EXTERIOR MASONRY/FLOOD ELIMINATION/PARAPETS/ROOFS,8481000.0,CIP,X077,1250 WARD AVENUE,Bronx,10472.0,BRONX    ,"(40.830691, -73.877743)",40.830691,-73.877743,9.0,18.0,54.0,2088553.0,2037750025.0,West Farms-Bronx River                                                     
725,P.S. 81 - BRONX,X,10,WINDOW/ROOFS/EXT MASONRY/FLOOD,3147559.0,CIP,X081,5550 RIVERDALE AVENUE,Bronx,10471.0,BRONX    ,"(40.903553, -73.905229)",40.903553,-73.905229,8.0,11.0,337.0,2084806.0,2058501550.0,North Riverdale-Fieldston-Riverdale                                        
726,I.S. 232 - BRONX,X,9,OIL VAULT & STAIRWAY/PIPING/TOILETS/FLOOD,8819000.0,CIP,X082,1700 MACOMBS ROAD,Bronx,10453.0,BRONX    ,"(40.849623, -73.91607)",40.849623,-73.91607,5.0,14.0,21502.0,2008460.0,2028660070.0,University Heights-Morris Heights                                          
727,X811 SPED - BRONX,X,12,PROBES-REPAIRS/PARAPETS/ ROOFS/WINDOWS,6474000.0,CIP,X084,1434 LONGFELLOW AVENUE,Bronx,10459.0,BRONX    ,"(40.830589, -73.887587)",40.830589,-73.887587,3.0,17.0,123.0,2010910.0,2030070008.0,Crotona Park East                                                          
728,P.S. 85 - BRONX,X,10,EXT MASONRY/PARAPETS/ROOFS/SECURITY LIGHTING/FLOOD,9489919.0,CIP,X085,2400 MARION AVENUE,Bronx,10458.0,BRONX    ,"(40.8591, -73.894946)",40.8591,-73.894946,5.0,15.0,38302.0,2011054.0,2030240021.0,Fordham South                                                              
729,THE FAMILY SCHOOL - BRONX,X,9,EXTERIOR MASONRY/ROOFS,4391000.0,CIP,X090,1116 SHERIDAN AVENUE,Bronx,10456.0,BRONX    ,"(40.831992, -73.91796)",40.831992,-73.91796,4.0,16.0,18102.0,2002745.0,2024560100.0,East Concourse-Concourse Village                                           
730,P.S. 95 - BRONX,X,10,DEFECTIVE MASONRY/PARAPETS,7609000.0,CIP,X095,3961 HILLMAN AVENUE,Bronx,10463.0,BRONX    ,"(40.882898, -73.891256)",40.882898,-73.891256,8.0,11.0,281.0,2015472.0,2032520182.0,Van Cortlandt Village                                                      
731,I.S. 98 - BRONX,X,12,STH SBHC,2177000.0,CIP,X098,1619 BOSTON RD,Bronx,10460.0,BRONX    ,"(40.8359, -73.890458)",40.8359,-73.890458,3.0,17.0,155.0,2009867.0,2029390093.0,Crotona Park East                                                          
732,ARCHER ELEMENTARY SCHOOL - BRO,X,12,FLOOD ELIMINATION/ROOFS,4100000.0,CIP,X102,1827 ARCHER STREET,Bronx,10460.0,BRONX    ,"(40.837631, -73.866036)",40.837631,-73.866036,9.0,18.0,21601.0,2028640.0,2039210030.0,West Farms-Bronx River                                                     
733,P.S. 199 - BRONX,X,9,5TH SBHC,2247300.0,CIP,X104,1449 SHAKESPEARE AVENUE,Bronx,10452.0,BRONX    ,"(40.842943, -73.920563)",40.842943,-73.920563,4.0,16.0,21302.0,2088263.0,2028730027.0,Highbridge                                                                 
734,P.S. 105 - BRONX,X,11,WATER INFILTRATION/PARAPETS,4228000.0,CIP,X105,725 BRADY AVENUE,Bronx,10462.0,BRONX    ,"(40.852398, -73.866617)",40.852398,-73.866617,11.0,13.0,22404.0,2048794.0,2042880001.0,Pelham Parkway                                                             
735,P.S. 109 - BRONX,X,9,WATER PENETRATION/ROOF/ PARAPET/MASONRY,3968466.0,CIP,X109,1771 POPHAM AVENUE,Bronx,10453.0,BRONX    ,"(40.851414, -73.918533)",40.851414,-73.918533,5.0,14.0,20502.0,2094549.0,2028770393.0,University Heights-Morris Heights                                          
737,P.S. 112 - BRONX,X,11,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,5722000.0,CIP,X112,1925 SCHIEFFELIN AVENUE,Bronx,10466.0,BRONX    ,"(40.885008, -73.843193)",40.885008,-73.843193,12.0,12.0,458.0,2065991.0,2049050500.0,Eastchester-Edenwald-Baychester                                            
739,I.S. 459 - BRONX,X,10,REPAIR STEPS & VPS/ROOFS/PARTIAL ACCESSIBILITY,1775000.0,CIP,X115,120 EAST 184 STREET,Bronx,10468.0,BRONX    ,"(40.859752, -73.900161)",40.859752,-73.900161,5.0,14.0,23703.0,2013899.0,2031720046.0,Fordham South                                                              
740,I.S. 123 - BRONX,X,8,RENEWAL SCHOOL BASED HEALTH CENTER,1950000.0,CIP,X123,1025 MORRISON AVENUE,Bronx,10472.0,BRONX    ,"(40.825403, -73.873666)",40.825403,-73.873666,9.0,18.0,48.0,2087014.0,2037180001.0,Soundview-Bruckner                                                         
741,I.S. 125 - BRONX,X,8,LIGHTING REPLACEMENT (DCAS),1300019.0,CIP,X125,1111 PUGSLEY AVENUE,Bronx,10472.0,BRONX    ,"(40.829232, -73.856734)",40.829232,-73.856734,9.0,18.0,4001.0,2025717.0,2037900040.0,Soundview-Bruckner                                                         
742,I.S. 322 - BRONX,X,11,CEILING TILE REPLACEMENT,2787000.0,CIP,X135,2441 WALLACE AVENUE,Bronx,10467.0,BRONX    ,"(40.862109, -73.864577)",40.862109,-73.864577,11.0,13.0,330.0,2051313.0,2044320001.0,Bronxdale                                                                  
743,I.S. 244 - BRONX,X,10,PLANYC BOILER/PLANYC CLIMATE CTRL,6969000.0,CIP,X143,120 WEST 231 STREET,Bronx,10463.0,BRONX    ,"(40.875911, -73.901099)",40.875911,-73.901099,8.0,14.0,273.0,2015547.0,2032530141.0,Van Cortlandt Village                                                      
744,I.S. 144 - BRONX,X,11,PLANYC BOILER CONVERSION/CLIMATE CONTROL,5423000.0,CIP,X144,2545 GUNTHER AVENUE,Bronx,10469.0,BRONX    ,"(40.863735, -73.83607)",40.863735,-73.83607,11.0,13.0,310.0,2053518.0,2044930001.0,Allerton-Pelham Gardens                                                    
745,I.S. 339 - BRONX,X,9,RENEWAL SCHOOL BASED HEALTH CENTER,1920000.0,CIP,X147,1600 WEBSTER AVENUE,Bronx,10457.0,BRONX    ,"(40.840878, -73.904754)",40.840878,-73.904754,3.0,16.0,167.0,2009400.0,2028970005.0,Claremont-Bathgate                                                         
746,I.S. 151 - BRONX,X,7,STH SBHC,2137000.0,CIP,X151,250 EAST 156 STREET,Bronx,10451.0,BRONX    ,"(40.82316, -73.921631)",40.82316,-73.921631,4.0,17.0,61.0,2002458.0,2024430190.0,East Concourse-Concourse Village                                           
747,P.S. 152 - BRONX,X,8,WINDOWS,3777000.0,CIP,X152,1007 EVERGREEN AVENUE,Bronx,10472.0,BRONX    ,"(40.824054, -73.880039)",40.824054,-73.880039,9.0,17.0,52.0,2023336.0,2037110001.0,Soundview-Bruckner                                                         
749,P.S. 160 - BRONX,X,11,FY17 RESO A PLAYGROUND REDEVELOPMENT,1575000.0,CIP,X160,4140 HUTCHINSON RIVER PARKWAY EAST,Bronx,10475.0,BRONX    ,"(40.864676, -73.824303)",40.864676,-73.824303,10.0,12.0,302.0,2072352.0,2051350200.0,Co-op City                                                                 
750,P.S. 236 - BRONX,X,9,FALLING COPING STONES/EXT MASONRY,2589000.0,CIP,X173,1871 WALTON AVENUE,Bronx,10453.0,BRONX    ,"(40.848899, -73.909528)",40.848899,-73.909528,5.0,14.0,23301.0,2098479.0,2028510021.0,Mount Hope                                                                 
752,P.S. 212 - BRONX,X,12,RENEWAL SBHC,1915000.0,CIP,X198,1180 TINTON AVENUE,Bronx,10456.0,BRONX    ,"(40.828419, -73.900721)",40.828419,-73.900721,3.0,17.0,135.0,2004869.0,2026720001.0,Morrisania-Melrose                                                         
753,P.S. 230 - BRONX,X,9,SEWAGE LEAK/FIRE SYS SPRINKLER/CRACKED CONCRETE/FA,14230000.0,CIP,X229,275 HARLEM RIVER PARK BRIDGE,Bronx,10453.0,BRONX    ,"(40.852536, -73.921467)",40.852536,-73.921467,5.0,16.0,53.0,2009253.0,2028820130.0,University Heights-Morris Heights                                          
754,I.S. 254 - BRONX,X,10,FACADE/ROOFS,3600000.0,CIP,X254,2452 WASHINGTON AVENUE,Bronx,10458.0,BRONX    ,"(40.858815, -73.890232)",40.858815,-73.890232,6.0,15.0,387.0,2103863.0,2030580003.0,Belmont                                                                    
756,BRONX INTERNATIONAL - BRONX,X,9,TERRA COTTA REPL/FLOOD/ROOFS/WINDOW/INTERIOR SPACE,37337000.0,CIP,X400,1110 BOSTON RD,Bronx,10456.0,BRONX    ,"(40.827642, -73.904473)",40.827642,-73.904473,3.0,16.0,135.0,2004526.0,2026340001.0,Morrisania-Melrose                                                         
757,HERBERT H. LEHMAN HS - X,X,8,SANDY ELEC/HEAT/FLOOD/CLIM/SINK HOLES/PLUMBING,29723000.0,CIP,X405,3000 EAST TREMONT AVENUE,Bronx,10461.0,BRONX    ,"(40.840702, -73.838545)",40.840702,-73.838545,10.0,13.0,194.0,2074045.0,2053680001.0,Schuylerville-Throgs Neck-Edgewater Park                                   
758,MONROE ACAD FOR VISUAL ARTS -,X,12,BOILER/CLIMATE CONTROL/WATER INFILTRATION,8511800.0,CIP,X420,1300 BOYNTON AVENUE,Bronx,10472.0,BRONX    ,"(40.831601, -73.878912)",40.831601,-73.878912,9.0,18.0,56.0,2027459.0,2038640001.0,West Farms-Bronx River                                                     
759,M.S./H.S. 342 - BRONX,X,10,BOILER FOR SWIMMING,2152000.0,CIP,X430,2780 RESERVOIR AVENUE,Bronx,10468.0,BRONX    ,"(40.870293, -73.898309)",40.870293,-73.898309,7.0,11.0,409.0,2015241.0,2032470070.0,Van Cortlandt Village                                                      
760,FORDHAM HS FOR THE ARTS - BRON,X,10,FY16 RESO A LIBRARY UPGRADE,1760601.0,CIP,X435,500 EAST FORDHAM ROAD,Bronx,10458.0,BRONX    ,"(40.860043, -73.888267)",40.860043,-73.888267,6.0,15.0,387.0,2011810.0,2030590001.0,Belmont                                                                    
761,I.S. 243 - BRONX,X,10,ROOFS/PARAPETS/EXT MASONRY/WINDOWS,50553000.0,CIP,X435,500 EAST FORDHAM ROAD,Bronx,10458.0,BRONX    ,"(40.860043, -73.888267)",40.860043,-73.888267,6.0,15.0,387.0,2011810.0,2030590001.0,Belmont                                                                    
762,DEWITT CLINTON HS - X,X,10,EXTERIOR MASONRY/FLOOD ELIMINATION/PARAPETS/ROOF,27189000.0,CIP,X440,100 W MOSHOLU PKWY S,Bronx,10468.0,BRONX    ,"(40.882178, -73.88691)",40.882178,-73.88691,7.0,11.0,409.0,2095215.0,2032510201.0,Van Cortlandt Village                                                      
763,BRONX HS OF SCIENCE - X,X,10,ROOF REPLACEMENT/PARAPETS,8985000.0,CIP,X445,75 W 205 STREET,Bronx,10468.0,BRONX    ,"(40.87759, -73.89104)",40.87759,-73.89104,7.0,11.0,409.0,2094706.0,2032510201.0,Van Cortlandt Village                                                      
764,HARRY S. TRUMAN HS - X,X,11,EXT MASONRY/PARAPETS,3715000.0,CIP,X455,750 BAYCHESTER AVENUE,Bronx,10475.0,BRONX    ,"(40.874091, -73.833904)",40.874091,-73.833904,10.0,12.0,46201.0,2116159.0,2051410150.0,Co-op City                                                                 
765,UNIVERSITY HEIGHTS HS - BRONX,X,7,ATHLETIC FIELDS,7421000.0,CIP,X471,701 ST ANNS AVENUE,Bronx,10455.0,BRONX    ,"(40.81825, -73.91103)",40.81825,-73.91103,1.0,17.0,71.0,2001153.0,2023590240.0,Melrose South-Mott Haven North                                             
766,JOHN F. KENNEDY HS - BRONX,X,10,PARKING AREA LIGHTING/TCU REMOVAL AND PLAYGROUND,2138000.0,CIP,X475,99 TERRACE VIEW AVENUE,Bronx,10463.0,BRONX    ,"(40.877105, -73.912256)",40.877105,-73.912256,8.0,10.0,309.0,1064532.0,1022150080.0,Marble Hill-Inwood                                                         
767,JOHN F. KENNEDY HS - BRONX,X,10,SCIENCE LAB UPGRADE,5547000.0,CIP,X475,99 TERRACE VIEW AVENUE,Bronx,10463.0,BRONX    ,"(40.877105, -73.912256)",40.877105,-73.912256,8.0,10.0,309.0,1064532.0,1022150080.0,Marble Hill-Inwood                                                         
768,MARBLE HILL INTERNATIONAL HS -,X,10,EXT MASONRY/FLOOD/PARAPETS/ROOFS,10490000.0,CIP,X475,99 TERRACE VIEW AVENUE,Bronx,10463.0,BRONX    ,"(40.877105, -73.912256)",40.877105,-73.912256,8.0,10.0,309.0,1064532.0,1022150080.0,Marble Hill-Inwood                                                         
770,X721 SPED - BRONX,X,11,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,5390630.0,CIP,X722,2697 WESTCHESTER AVENUE,Bronx,10461.0,BRONX    ,"(40.842289, -73.838949)",40.842289,-73.838949,11.0,13.0,284.0,2045725.0,2041330200.0,Van Nest-Morris Park-Westchester Square                                    
772,P.S. 246 - BRONX,X,10,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,11448000.0,CIP,X843,2641 GRAND CONCOURSE,Bronx,10468.0,BRONX    ,"(40.865593, -73.894758)",40.865593,-73.894758,7.0,14.0,401.0,2013830.0,2031680027.0,Bedford Park-Fordham North                                                 
